run_number,percent_cohort2,cohort2_age,percent_grammar_1,eq_step,max_steps,eq_percent,type
10504,35,50,80,104,1000,0.104,cohort2_equilibrium
10505,35,50,90,30,1000,0.03,cohort2_equilibrium
10506,50,50,10,47,1000,0.047,cohort2_equilibrium
10507,50,50,20,74,1000,0.074,cohort2_equilibrium
10508,50,50,30,112,1000,0.112,cohort2_equilibrium
10509,50,50,35,151,1000,0.151,cohort2_equilibrium
10510,50,50,40,105,1000,0.105,cohort2_equilibrium
10511,50,50,45,162,1000,0.162,cohort2_equilibrium
10512,50,50,50,31,1000,0.031,cohort2_equilibrium
10513,50,50,60,110,1000,0.11,cohort2_equilibrium
10514,50,50,70,133,1000,0.133,cohort2_equilibrium
10515,50,50,80,151,1000,0.151,cohort2_equilibrium
10516,50,50,90,319,1000,0.319,cohort2_equilibrium
10517,65,50,10,69,1000,0.069,cohort2_equilibrium
10518,65,50,20,383,1000,0.383,cohort2_equilibrium
10519,65,50,30,114,1000,0.114,cohort2_equilibrium
10520,65,50,35,110,1000,0.11,cohort2_equilibrium
10521,65,50,40,62,1000,0.062,cohort2_equilibrium
10522,65,50,45,83,1000,0.083,cohort2_equilibrium
10523,65,50,50,121,1000,0.121,cohort2_equilibrium
10524,65,50,60,134,1000,0.134,cohort2_equilibrium
10525,65,50,70,85,1000,0.085,cohort2_equilibrium
10526,65,50,80,85,1000,0.085,cohort2_equilibrium
10527,65,50,90,57,1000,0.057,cohort2_equilibrium
10528,75,50,10,122,1000,0.122,cohort2_equilibrium
10529,75,50,20,89,1000,0.089,cohort2_equilibrium
10530,75,50,30,113,1000,0.113,cohort2_equilibrium
10531,75,50,35,132,1000,0.132,cohort2_equilibrium
10532,75,50,40,102,1000,0.102,cohort2_equilibrium
10533,75,50,45,355,1000,0.355,cohort2_equilibrium
10534,75,50,50,67,1000,0.067,cohort2_equilibrium
10535,75,50,60,132,1000,0.132,cohort2_equilibrium
10536,75,50,70,99,1000,0.099,cohort2_equilibrium
10537,75,50,80,76,1000,0.076,cohort2_equilibrium
10538,75,50,90,80,1000,0.08,cohort2_equilibrium
10539,90,50,10,61,1000,0.061,cohort2_equilibrium
10540,90,50,20,104,1000,0.104,cohort2_equilibrium
10541,90,50,30,105,1000,0.105,cohort2_equilibrium
10542,90,50,35,93,1000,0.093,cohort2_equilibrium
10543,90,50,40,304,1000,0.304,cohort2_equilibrium
10544,90,50,45,149,1000,0.149,cohort2_equilibrium
10545,90,50,50,12,1000,0.012,cohort2_equilibrium
10546,90,50,60,96,1000,0.096,cohort2_equilibrium
10547,90,50,70,263,1000,0.263,cohort2_equilibrium
10548,90,50,80,81,1000,0.081,cohort2_equilibrium
10549,90,50,90,59,1000,0.059,cohort2_equilibrium
10550,10,150,10,1,1000,0.001,cohort2_equilibrium
10551,10,150,20,72,1000,0.072,cohort2_equilibrium
10552,10,150,30,43,1000,0.043,cohort2_equilibrium
10553,10,150,35,184,1000,0.184,cohort2_equilibrium
10554,10,150,40,124,1000,0.124,cohort2_equilibrium
10555,10,150,45,75,1000,0.075,cohort2_equilibrium
10556,10,150,50,162,1000,0.162,cohort2_equilibrium
10557,10,150,60,121,1000,0.121,cohort2_equilibrium
10558,10,150,70,112,1000,0.112,cohort2_equilibrium
10559,10,150,80,0,1000,0,cohort2_equilibrium
10560,10,150,90,107,1000,0.107,cohort2_equilibrium
10561,20,150,10,94,1000,0.094,cohort2_equilibrium
10562,20,150,20,153,1000,0.153,cohort2_equilibrium
10563,20,150,30,51,1000,0.051,cohort2_equilibrium
10564,20,150,35,103,1000,0.103,cohort2_equilibrium
10565,20,150,40,222,1000,0.222,cohort2_equilibrium
10566,20,150,45,335,1000,0.335,cohort2_equilibrium
10567,20,150,50,199,1000,0.199,cohort2_equilibrium
10568,20,150,60,96,1000,0.096,cohort2_equilibrium
10569,20,150,70,87,1000,0.087,cohort2_equilibrium
10570,20,150,80,76,1000,0.076,cohort2_equilibrium
10571,20,150,90,90,1000,0.09,cohort2_equilibrium
10572,35,150,10,64,1000,0.064,cohort2_equilibrium
10573,35,150,20,87,1000,0.087,cohort2_equilibrium
10574,35,150,30,199,1000,0.199,cohort2_equilibrium
10575,35,150,35,141,1000,0.141,cohort2_equilibrium
10576,35,150,40,96,1000,0.096,cohort2_equilibrium
10577,35,150,45,159,1000,0.159,cohort2_equilibrium
10578,35,150,50,7,1000,0.007,cohort2_equilibrium
10579,35,150,60,51,1000,0.051,cohort2_equilibrium
10580,35,150,70,87,1000,0.087,cohort2_equilibrium
10581,35,150,80,96,1000,0.096,cohort2_equilibrium
10582,35,150,90,0,1000,0,cohort2_equilibrium
10583,50,150,10,78,1000,0.078,cohort2_equilibrium
10584,50,150,20,79,1000,0.079,cohort2_equilibrium
10585,50,150,30,127,1000,0.127,cohort2_equilibrium
10586,50,150,35,59,1000,0.059,cohort2_equilibrium
10587,50,150,40,130,1000,0.13,cohort2_equilibrium
10588,50,150,45,191,1000,0.191,cohort2_equilibrium
10589,50,150,50,215,1000,0.215,cohort2_equilibrium
10590,50,150,60,443,1000,0.443,cohort2_equilibrium
10591,50,150,70,136,1000,0.136,cohort2_equilibrium
10592,50,150,80,73,1000,0.073,cohort2_equilibrium
10593,50,150,90,0,1000,0,cohort2_equilibrium
10594,65,150,10,62,1000,0.062,cohort2_equilibrium
10595,65,150,20,167,1000,0.167,cohort2_equilibrium
10596,65,150,30,100,1000,0.1,cohort2_equilibrium
10597,65,150,35,143,1000,0.143,cohort2_equilibrium
10598,65,150,40,399,1000,0.399,cohort2_equilibrium
10599,65,150,45,277,1000,0.277,cohort2_equilibrium
10600,65,150,50,65,1000,0.065,cohort2_equilibrium
10601,65,150,60,43,1000,0.043,cohort2_equilibrium
10602,65,150,70,100,1000,0.1,cohort2_equilibrium
10603,65,150,80,73,1000,0.073,cohort2_equilibrium
10604,65,150,90,51,1000,0.051,cohort2_equilibrium
10605,75,150,10,86,1000,0.086,cohort2_equilibrium
10606,75,150,20,124,1000,0.124,cohort2_equilibrium
10607,75,150,30,153,1000,0.153,cohort2_equilibrium
10608,75,150,35,133,1000,0.133,cohort2_equilibrium
10609,75,150,40,111,1000,0.111,cohort2_equilibrium
10610,75,150,45,120,1000,0.12,cohort2_equilibrium
10611,75,150,50,382,1000,0.382,cohort2_equilibrium
10612,75,150,60,221,1000,0.221,cohort2_equilibrium
10613,75,150,70,146,1000,0.146,cohort2_equilibrium
10614,75,150,80,529,1000,0.529,cohort2_equilibrium
10615,75,150,90,68,1000,0.068,cohort2_equilibrium
10616,90,150,10,64,1000,0.064,cohort2_equilibrium
10617,90,150,20,142,1000,0.142,cohort2_equilibrium
10618,90,150,30,98,1000,0.098,cohort2_equilibrium
10619,90,150,35,170,1000,0.17,cohort2_equilibrium
10620,90,150,40,55,1000,0.055,cohort2_equilibrium
10621,90,150,45,167,1000,0.167,cohort2_equilibrium
10622,90,150,50,76,1000,0.076,cohort2_equilibrium
10623,90,150,60,168,1000,0.168,cohort2_equilibrium
10624,90,150,70,113,1000,0.113,cohort2_equilibrium
10625,90,150,80,75,1000,0.075,cohort2_equilibrium
10626,90,150,90,61,1000,0.061,cohort2_equilibrium
10627,10,300,10,0,1000,0,cohort2_equilibrium
10628,10,300,20,138,1000,0.138,cohort2_equilibrium
10629,10,300,30,128,1000,0.128,cohort2_equilibrium
10630,10,300,35,125,1000,0.125,cohort2_equilibrium
10631,10,300,40,265,1000,0.265,cohort2_equilibrium
10632,10,300,45,86,1000,0.086,cohort2_equilibrium
10633,10,300,50,182,1000,0.182,cohort2_equilibrium
10634,10,300,60,157,1000,0.157,cohort2_equilibrium
10635,10,300,70,124,1000,0.124,cohort2_equilibrium
10636,10,300,80,140,1000,0.14,cohort2_equilibrium
10637,10,300,90,83,1000,0.083,cohort2_equilibrium
10638,20,300,10,96,1000,0.096,cohort2_equilibrium
10639,20,300,20,193,1000,0.193,cohort2_equilibrium
10640,20,300,30,128,1000,0.128,cohort2_equilibrium
10641,20,300,35,135,1000,0.135,cohort2_equilibrium
10642,20,300,40,369,1000,0.369,cohort2_equilibrium
10643,20,300,45,0,1000,0,cohort2_equilibrium
10644,20,300,50,187,1000,0.187,cohort2_equilibrium
10645,20,300,60,158,1000,0.158,cohort2_equilibrium
10646,20,300,70,101,1000,0.101,cohort2_equilibrium
10647,20,300,80,119,1000,0.119,cohort2_equilibrium
10648,20,300,90,0,1000,0,cohort2_equilibrium
10649,35,300,10,96,1000,0.096,cohort2_equilibrium
10650,35,300,20,96,1000,0.096,cohort2_equilibrium
10651,35,300,30,108,1000,0.108,cohort2_equilibrium
10652,35,300,35,182,1000,0.182,cohort2_equilibrium
10653,35,300,40,135,1000,0.135,cohort2_equilibrium
10654,35,300,45,145,1000,0.145,cohort2_equilibrium
10655,35,300,50,72,1000,0.072,cohort2_equilibrium
10656,35,300,60,164,1000,0.164,cohort2_equilibrium
10657,35,300,70,164,1000,0.164,cohort2_equilibrium
10658,35,300,80,127,1000,0.127,cohort2_equilibrium
10659,35,300,90,77,1000,0.077,cohort2_equilibrium
10660,50,300,10,71,1000,0.071,cohort2_equilibrium
10661,50,300,20,98,1000,0.098,cohort2_equilibrium
10662,50,300,30,5,1000,0.005,cohort2_equilibrium
10663,50,300,35,150,1000,0.15,cohort2_equilibrium
10664,50,300,40,113,1000,0.113,cohort2_equilibrium
10665,50,300,45,125,1000,0.125,cohort2_equilibrium
10666,50,300,50,4,1000,0.004,cohort2_equilibrium
10667,50,300,60,54,1000,0.054,cohort2_equilibrium
10668,50,300,70,145,1000,0.145,cohort2_equilibrium
10669,50,300,80,4,1000,0.004,cohort2_equilibrium
10670,50,300,90,46,1000,0.046,cohort2_equilibrium
10671,65,300,10,106,1000,0.106,cohort2_equilibrium
10672,65,300,20,118,1000,0.118,cohort2_equilibrium
10673,65,300,30,121,1000,0.121,cohort2_equilibrium
10674,65,300,35,122,1000,0.122,cohort2_equilibrium
10675,65,300,40,229,1000,0.229,cohort2_equilibrium
10676,65,300,45,216,1000,0.216,cohort2_equilibrium
10677,65,300,50,164,1000,0.164,cohort2_equilibrium
10678,65,300,60,175,1000,0.175,cohort2_equilibrium
10679,65,300,70,135,1000,0.135,cohort2_equilibrium
10680,65,300,80,126,1000,0.126,cohort2_equilibrium
10681,65,300,90,60,1000,0.06,cohort2_equilibrium
10682,75,300,10,95,1000,0.095,cohort2_equilibrium
10683,75,300,20,144,1000,0.144,cohort2_equilibrium
10684,75,300,30,181,1000,0.181,cohort2_equilibrium
10685,75,300,35,141,1000,0.141,cohort2_equilibrium
10686,75,300,40,181,1000,0.181,cohort2_equilibrium
10687,75,300,45,84,1000,0.084,cohort2_equilibrium
10688,75,300,50,192,1000,0.192,cohort2_equilibrium
10689,75,300,60,105,1000,0.105,cohort2_equilibrium
10690,75,300,70,149,1000,0.149,cohort2_equilibrium
10691,75,300,80,360,1000,0.36,cohort2_equilibrium
10692,75,300,90,106,1000,0.106,cohort2_equilibrium
10693,90,300,10,29,1000,0.029,cohort2_equilibrium
10694,90,300,20,117,1000,0.117,cohort2_equilibrium
10695,90,300,30,92,1000,0.092,cohort2_equilibrium
10696,90,300,35,173,1000,0.173,cohort2_equilibrium
10697,90,300,40,677,1000,0.677,cohort2_equilibrium
10698,90,300,45,220,1000,0.22,cohort2_equilibrium
10699,90,300,50,645,1000,0.645,cohort2_equilibrium
10700,90,300,60,149,1000,0.149,cohort2_equilibrium
10701,90,300,70,121,1000,0.121,cohort2_equilibrium
10702,90,300,80,134,1000,0.134,cohort2_equilibrium
10703,90,300,90,57,1000,0.057,cohort2_equilibrium
10704,10,500,10,88,1000,0.088,cohort2_equilibrium
10705,10,500,20,0,1000,0,cohort2_equilibrium
10706,10,500,30,216,1000,0.216,cohort2_equilibrium
10707,10,500,35,162,1000,0.162,cohort2_equilibrium
10708,10,500,40,106,1000,0.106,cohort2_equilibrium
10709,10,500,45,184,1000,0.184,cohort2_equilibrium
10710,10,500,50,2,1000,0.002,cohort2_equilibrium
10711,10,500,60,188,1000,0.188,cohort2_equilibrium
10712,10,500,70,215,1000,0.215,cohort2_equilibrium
10713,10,500,80,155,1000,0.155,cohort2_equilibrium
10714,10,500,90,0,1000,0,cohort2_equilibrium
10715,20,500,10,0,1000,0,cohort2_equilibrium
10716,20,500,20,197,1000,0.197,cohort2_equilibrium
10717,20,500,30,140,1000,0.14,cohort2_equilibrium
10718,20,500,35,151,1000,0.151,cohort2_equilibrium
10719,20,500,40,153,1000,0.153,cohort2_equilibrium
10720,20,500,45,191,1000,0.191,cohort2_equilibrium
10721,20,500,50,18,1000,0.018,cohort2_equilibrium
10722,20,500,60,119,1000,0.119,cohort2_equilibrium
10723,20,500,70,196,1000,0.196,cohort2_equilibrium
10724,20,500,80,125,1000,0.125,cohort2_equilibrium
10725,20,500,90,115,1000,0.115,cohort2_equilibrium
10726,35,500,10,124,1000,0.124,cohort2_equilibrium
10727,35,500,20,104,1000,0.104,cohort2_equilibrium
10728,35,500,30,156,1000,0.156,cohort2_equilibrium
10729,35,500,35,126,1000,0.126,cohort2_equilibrium
10730,35,500,40,169,1000,0.169,cohort2_equilibrium
10731,35,500,45,58,1000,0.058,cohort2_equilibrium
10732,35,500,50,247,1000,0.247,cohort2_equilibrium
10733,35,500,60,188,1000,0.188,cohort2_equilibrium
10734,35,500,70,145,1000,0.145,cohort2_equilibrium
10735,35,500,80,124,1000,0.124,cohort2_equilibrium
10736,35,500,90,101,1000,0.101,cohort2_equilibrium
10737,50,500,10,91,1000,0.091,cohort2_equilibrium
10738,50,500,20,147,1000,0.147,cohort2_equilibrium
10739,50,500,30,148,1000,0.148,cohort2_equilibrium
10740,50,500,35,143,1000,0.143,cohort2_equilibrium
10741,50,500,40,1,1000,0.001,cohort2_equilibrium
10742,50,500,45,12,1000,0.012,cohort2_equilibrium
10743,50,500,50,659,1000,0.659,cohort2_equilibrium
10744,50,500,60,155,1000,0.155,cohort2_equilibrium
10745,50,500,70,184,1000,0.184,cohort2_equilibrium
10746,50,500,80,158,1000,0.158,cohort2_equilibrium
10747,50,500,90,121,1000,0.121,cohort2_equilibrium
10748,65,500,10,115,1000,0.115,cohort2_equilibrium
10749,65,500,20,125,1000,0.125,cohort2_equilibrium
10750,65,500,30,152,1000,0.152,cohort2_equilibrium
10751,65,500,35,149,1000,0.149,cohort2_equilibrium
10752,65,500,40,143,1000,0.143,cohort2_equilibrium
10753,65,500,45,150,1000,0.15,cohort2_equilibrium
10754,65,500,50,197,1000,0.197,cohort2_equilibrium
10755,65,500,60,66,1000,0.066,cohort2_equilibrium
10756,65,500,70,130,1000,0.13,cohort2_equilibrium
10757,65,500,80,81,1000,0.081,cohort2_equilibrium
10758,65,500,90,107,1000,0.107,cohort2_equilibrium
10759,75,500,10,112,1000,0.112,cohort2_equilibrium
10760,75,500,20,121,1000,0.121,cohort2_equilibrium
10761,75,500,30,224,1000,0.224,cohort2_equilibrium
10762,75,500,35,201,1000,0.201,cohort2_equilibrium
10763,75,500,40,195,1000,0.195,cohort2_equilibrium
10764,75,500,45,74,1000,0.074,cohort2_equilibrium
10765,75,500,50,34,1000,0.034,cohort2_equilibrium
10766,75,500,60,0,1000,0,cohort2_equilibrium
10767,75,500,70,124,1000,0.124,cohort2_equilibrium
10768,75,500,80,132,1000,0.132,cohort2_equilibrium
10769,75,500,90,77,1000,0.077,cohort2_equilibrium
10770,90,500,10,97,1000,0.097,cohort2_equilibrium
10771,90,500,20,120,1000,0.12,cohort2_equilibrium
10772,90,500,30,136,1000,0.136,cohort2_equilibrium
10773,90,500,35,159,1000,0.159,cohort2_equilibrium
10774,90,500,40,221,1000,0.221,cohort2_equilibrium
10775,90,500,45,206,1000,0.206,cohort2_equilibrium
10776,90,500,50,193,1000,0.193,cohort2_equilibrium
10777,90,500,60,43,1000,0.043,cohort2_equilibrium
10778,90,500,70,138,1000,0.138,cohort2_equilibrium
10779,90,500,80,121,1000,0.121,cohort2_equilibrium
10780,90,500,90,58,1000,0.058,cohort2_equilibrium
10781,10,50,10,0,1000,0,cohort2_equilibrium
10782,10,50,20,85,1000,0.085,cohort2_equilibrium
10783,10,50,30,128,1000,0.128,cohort2_equilibrium
10784,10,50,35,0,1000,0,cohort2_equilibrium
10785,10,50,40,100,1000,0.1,cohort2_equilibrium
10786,10,50,45,0,1000,0,cohort2_equilibrium
10787,10,50,50,0,1000,0,cohort2_equilibrium
10788,10,50,60,119,1000,0.119,cohort2_equilibrium
10789,10,50,70,1,1000,0.001,cohort2_equilibrium
10790,10,50,80,0,1000,0,cohort2_equilibrium
10791,10,50,90,0,1000,0,cohort2_equilibrium
10792,20,50,10,0,1000,0,cohort2_equilibrium
10793,20,50,20,102,1000,0.102,cohort2_equilibrium
10794,20,50,30,89,1000,0.089,cohort2_equilibrium
10795,20,50,35,69,1000,0.069,cohort2_equilibrium
10796,20,50,40,84,1000,0.084,cohort2_equilibrium
10797,20,50,45,90,1000,0.09,cohort2_equilibrium
10798,20,50,50,135,1000,0.135,cohort2_equilibrium
10799,20,50,60,113,1000,0.113,cohort2_equilibrium
10800,20,50,70,137,1000,0.137,cohort2_equilibrium
10801,20,50,80,89,1000,0.089,cohort2_equilibrium
10802,20,50,90,48,1000,0.048,cohort2_equilibrium
10803,35,50,10,74,1000,0.074,cohort2_equilibrium
10804,35,50,20,83,1000,0.083,cohort2_equilibrium
10805,35,50,30,96,1000,0.096,cohort2_equilibrium
10806,35,50,35,174,1000,0.174,cohort2_equilibrium
10807,35,50,40,168,1000,0.168,cohort2_equilibrium
10808,35,50,45,162,1000,0.162,cohort2_equilibrium
10809,35,50,50,456,1000,0.456,cohort2_equilibrium
10810,35,50,60,164,1000,0.164,cohort2_equilibrium
10811,35,50,70,40,1000,0.04,cohort2_equilibrium
10812,35,50,80,54,1000,0.054,cohort2_equilibrium
10813,35,50,90,47,1000,0.047,cohort2_equilibrium
10814,50,50,10,59,1000,0.059,cohort2_equilibrium
10815,50,50,20,0,1000,0,cohort2_equilibrium
10816,50,50,30,87,1000,0.087,cohort2_equilibrium
10817,50,50,35,101,1000,0.101,cohort2_equilibrium
10818,50,50,40,161,1000,0.161,cohort2_equilibrium
10819,50,50,45,176,1000,0.176,cohort2_equilibrium
10820,50,50,50,24,1000,0.024,cohort2_equilibrium
10821,50,50,60,40,1000,0.04,cohort2_equilibrium
10822,50,50,70,95,1000,0.095,cohort2_equilibrium
10823,50,50,80,67,1000,0.067,cohort2_equilibrium
10824,50,50,90,60,1000,0.06,cohort2_equilibrium
10825,65,50,10,62,1000,0.062,cohort2_equilibrium
10826,65,50,20,99,1000,0.099,cohort2_equilibrium
10827,65,50,30,156,1000,0.156,cohort2_equilibrium
10828,65,50,35,408,1000,0.408,cohort2_equilibrium
10829,65,50,40,129,1000,0.129,cohort2_equilibrium
10830,65,50,45,109,1000,0.109,cohort2_equilibrium
10831,65,50,50,112,1000,0.112,cohort2_equilibrium
10832,65,50,60,113,1000,0.113,cohort2_equilibrium
10833,65,50,70,180,1000,0.18,cohort2_equilibrium
10834,65,50,80,82,1000,0.082,cohort2_equilibrium
10835,65,50,90,66,1000,0.066,cohort2_equilibrium
10836,75,50,10,59,1000,0.059,cohort2_equilibrium
10837,75,50,20,71,1000,0.071,cohort2_equilibrium
10838,75,50,30,85,1000,0.085,cohort2_equilibrium
10839,75,50,35,122,1000,0.122,cohort2_equilibrium
10840,75,50,40,190,1000,0.19,cohort2_equilibrium
10841,75,50,45,148,1000,0.148,cohort2_equilibrium
10842,75,50,50,146,1000,0.146,cohort2_equilibrium
10843,75,50,60,472,1000,0.472,cohort2_equilibrium
10844,75,50,70,97,1000,0.097,cohort2_equilibrium
10845,75,50,80,80,1000,0.08,cohort2_equilibrium
10846,75,50,90,61,1000,0.061,cohort2_equilibrium
10847,90,50,10,63,1000,0.063,cohort2_equilibrium
10848,90,50,20,72,1000,0.072,cohort2_equilibrium
10849,90,50,30,153,1000,0.153,cohort2_equilibrium
10850,90,50,35,126,1000,0.126,cohort2_equilibrium
10851,90,50,40,355,1000,0.355,cohort2_equilibrium
10852,90,50,45,9,1000,0.009,cohort2_equilibrium
10853,90,50,50,286,1000,0.286,cohort2_equilibrium
10854,90,50,60,190,1000,0.19,cohort2_equilibrium
10855,90,50,70,98,1000,0.098,cohort2_equilibrium
10856,90,50,80,81,1000,0.081,cohort2_equilibrium
10857,90,50,90,59,1000,0.059,cohort2_equilibrium
10858,10,150,10,0,1000,0,cohort2_equilibrium
10859,10,150,20,0,1000,0,cohort2_equilibrium
10860,10,150,30,102,1000,0.102,cohort2_equilibrium
10861,10,150,35,101,1000,0.101,cohort2_equilibrium
10862,10,150,40,5,1000,0.005,cohort2_equilibrium
10863,10,150,45,219,1000,0.219,cohort2_equilibrium
10864,10,150,50,93,1000,0.093,cohort2_equilibrium
10865,10,150,60,110,1000,0.11,cohort2_equilibrium
10866,10,150,70,115,1000,0.115,cohort2_equilibrium
10867,10,150,80,66,1000,0.066,cohort2_equilibrium
10868,10,150,90,87,1000,0.087,cohort2_equilibrium
10869,20,150,10,0,1000,0,cohort2_equilibrium
10870,20,150,20,121,1000,0.121,cohort2_equilibrium
10871,20,150,30,143,1000,0.143,cohort2_equilibrium
10872,20,150,35,91,1000,0.091,cohort2_equilibrium
10873,20,150,40,42,1000,0.042,cohort2_equilibrium
10874,20,150,45,81,1000,0.081,cohort2_equilibrium
10875,20,150,50,9,1000,0.009,cohort2_equilibrium
10876,20,150,60,194,1000,0.194,cohort2_equilibrium
10877,20,150,70,197,1000,0.197,cohort2_equilibrium
10878,20,150,80,0,1000,0,cohort2_equilibrium
10879,20,150,90,88,1000,0.088,cohort2_equilibrium
10880,35,150,10,57,1000,0.057,cohort2_equilibrium
10881,35,150,20,49,1000,0.049,cohort2_equilibrium
10882,35,150,30,109,1000,0.109,cohort2_equilibrium
10883,35,150,35,107,1000,0.107,cohort2_equilibrium
10884,35,150,40,48,1000,0.048,cohort2_equilibrium
10885,35,150,45,267,1000,0.267,cohort2_equilibrium
10886,35,150,50,474,1000,0.474,cohort2_equilibrium
10887,35,150,60,1,1000,0.001,cohort2_equilibrium
10888,35,150,70,107,1000,0.107,cohort2_equilibrium
10889,35,150,80,118,1000,0.118,cohort2_equilibrium
10890,35,150,90,118,1000,0.118,cohort2_equilibrium
10891,50,150,10,75,1000,0.075,cohort2_equilibrium
10892,50,150,20,70,1000,0.07,cohort2_equilibrium
10893,50,150,30,145,1000,0.145,cohort2_equilibrium
10894,50,150,35,179,1000,0.179,cohort2_equilibrium
10895,50,150,40,187,1000,0.187,cohort2_equilibrium
10896,50,150,45,127,1000,0.127,cohort2_equilibrium
10897,50,150,50,276,1000,0.276,cohort2_equilibrium
10898,50,150,60,107,1000,0.107,cohort2_equilibrium
10899,50,150,70,38,1000,0.038,cohort2_equilibrium
10900,50,150,80,72,1000,0.072,cohort2_equilibrium
10901,50,150,90,44,1000,0.044,cohort2_equilibrium
10902,65,150,10,64,1000,0.064,cohort2_equilibrium
10903,65,150,20,77,1000,0.077,cohort2_equilibrium
10904,65,150,30,162,1000,0.162,cohort2_equilibrium
10905,65,150,35,160,1000,0.16,cohort2_equilibrium
10906,65,150,40,187,1000,0.187,cohort2_equilibrium
10907,65,150,45,121,1000,0.121,cohort2_equilibrium
10908,65,150,50,128,1000,0.128,cohort2_equilibrium
10909,65,150,60,344,1000,0.344,cohort2_equilibrium
10910,65,150,70,110,1000,0.11,cohort2_equilibrium
10911,65,150,80,88,1000,0.088,cohort2_equilibrium
10912,65,150,90,104,1000,0.104,cohort2_equilibrium
10913,75,150,10,84,1000,0.084,cohort2_equilibrium
10914,75,150,20,104,1000,0.104,cohort2_equilibrium
10915,75,150,30,105,1000,0.105,cohort2_equilibrium
10916,75,150,35,114,1000,0.114,cohort2_equilibrium
10917,75,150,40,156,1000,0.156,cohort2_equilibrium
10918,75,150,45,156,1000,0.156,cohort2_equilibrium
10919,75,150,50,140,1000,0.14,cohort2_equilibrium
10920,75,150,60,76,1000,0.076,cohort2_equilibrium
10921,75,150,70,66,1000,0.066,cohort2_equilibrium
10922,75,150,80,88,1000,0.088,cohort2_equilibrium
10923,75,150,90,72,1000,0.072,cohort2_equilibrium
10924,90,150,10,62,1000,0.062,cohort2_equilibrium
10925,90,150,20,98,1000,0.098,cohort2_equilibrium
10926,90,150,30,125,1000,0.125,cohort2_equilibrium
10927,90,150,35,112,1000,0.112,cohort2_equilibrium
10928,90,150,40,109,1000,0.109,cohort2_equilibrium
10929,90,150,45,327,1000,0.327,cohort2_equilibrium
10930,90,150,50,189,1000,0.189,cohort2_equilibrium
10931,90,150,60,47,1000,0.047,cohort2_equilibrium
10932,90,150,70,146,1000,0.146,cohort2_equilibrium
10933,90,150,80,61,1000,0.061,cohort2_equilibrium
10934,90,150,90,79,1000,0.079,cohort2_equilibrium
10935,10,300,10,0,1000,0,cohort2_equilibrium
10936,10,300,20,100,1000,0.1,cohort2_equilibrium
10937,10,300,30,113,1000,0.113,cohort2_equilibrium
10938,10,300,35,15,1000,0.015,cohort2_equilibrium
10939,10,300,40,127,1000,0.127,cohort2_equilibrium
10940,10,300,45,142,1000,0.142,cohort2_equilibrium
10941,10,300,50,139,1000,0.139,cohort2_equilibrium
10942,10,300,60,184,1000,0.184,cohort2_equilibrium
10943,10,300,70,2,1000,0.002,cohort2_equilibrium
10944,10,300,80,0,1000,0,cohort2_equilibrium
10945,10,300,90,109,1000,0.109,cohort2_equilibrium
10946,20,300,10,121,1000,0.121,cohort2_equilibrium
10947,20,300,20,73,1000,0.073,cohort2_equilibrium
10948,20,300,30,152,1000,0.152,cohort2_equilibrium
10949,20,300,35,104,1000,0.104,cohort2_equilibrium
10950,20,300,40,159,1000,0.159,cohort2_equilibrium
10951,20,300,45,106,1000,0.106,cohort2_equilibrium
10952,20,300,50,0,1000,0,cohort2_equilibrium
10953,20,300,60,110,1000,0.11,cohort2_equilibrium
10954,20,300,70,849,1000,0.849,cohort2_equilibrium
10955,20,300,80,135,1000,0.135,cohort2_equilibrium
10956,20,300,90,82,1000,0.082,cohort2_equilibrium
10957,35,300,10,64,1000,0.064,cohort2_equilibrium
10958,35,300,20,102,1000,0.102,cohort2_equilibrium
10959,35,300,30,117,1000,0.117,cohort2_equilibrium
10960,35,300,35,137,1000,0.137,cohort2_equilibrium
10961,35,300,40,121,1000,0.121,cohort2_equilibrium
10962,35,300,45,0,1000,0,cohort2_equilibrium
10963,35,300,50,144,1000,0.144,cohort2_equilibrium
10964,35,300,60,151,1000,0.151,cohort2_equilibrium
10965,35,300,70,129,1000,0.129,cohort2_equilibrium
10966,35,300,80,85,1000,0.085,cohort2_equilibrium
10967,35,300,90,89,1000,0.089,cohort2_equilibrium
10968,50,300,10,100,1000,0.1,cohort2_equilibrium
10969,50,300,20,165,1000,0.165,cohort2_equilibrium
10970,50,300,30,109,1000,0.109,cohort2_equilibrium
10971,50,300,35,203,1000,0.203,cohort2_equilibrium
10972,50,300,40,163,1000,0.163,cohort2_equilibrium
10973,50,300,45,180,1000,0.18,cohort2_equilibrium
10974,50,300,50,124,1000,0.124,cohort2_equilibrium
10975,50,300,60,678,1000,0.678,cohort2_equilibrium
10976,50,300,70,141,1000,0.141,cohort2_equilibrium
10977,50,300,80,94,1000,0.094,cohort2_equilibrium
10978,50,300,90,101,1000,0.101,cohort2_equilibrium
10979,65,300,10,61,1000,0.061,cohort2_equilibrium
10980,65,300,20,124,1000,0.124,cohort2_equilibrium
10981,65,300,30,168,1000,0.168,cohort2_equilibrium
10982,65,300,35,137,1000,0.137,cohort2_equilibrium
10983,65,300,40,155,1000,0.155,cohort2_equilibrium
10984,65,300,45,202,1000,0.202,cohort2_equilibrium
10985,65,300,50,149,1000,0.149,cohort2_equilibrium
